id,title,price,description,listing_url,main_image_url,additional_image_urls,brand_or_make,model,year,condition,category
2018-mercedes-benz-sprinter-2500-cargo-van-high-roof-144-3-wb,2018 Mercedes-Benz Sprinter 3500 Cargo Van High Roof 144.3&quot; WB,13900,"2018 Mercedes-Benz Sprinter 3500 Cargo Van High Roof 144.3&quot; WBWD3PE7CDXJP633325140,212miRWD3.0L 6 Cyl TurboDieselAutoClothVery good condition. We finance",https://www.bocapowersports.com/product-page/2018-mercedes-benz-sprinter-2500-cargo-van-high-roof-144-3-wb,"https://static.wixstatic.com/media/b4963b_73e65680d3c641c887a7850bbf653391~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_e34437ca164a432d8ea4daabd46e5532~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_6c8fd86f18444a7b91dbae4d0fee626a~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_42fbea7781594a9dbf373f0ca282506c~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_b2a05555cf074b079a1dff46df629e93~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_b90b84eac7a44302bdb77f326e456678~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_99b1d1ede85849ff9b959ec14446af27~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_71c5f812553c4c369672249a982035d2~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_5c2825e29f7944d7b08d0c152ff03bf9f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Mercedes-Benz,Sprinter 3500 Cargo,2018,,truck/van
2018-thor-a-c-e-29-4-only-18k-miles,2018 THOR  A.C.E.  29.4’ only 18k miles,49900,"2018 THOR  A.C.E.  29.4’1F65F5DY3H0A0221318,374 miTan/TAN  condition like new. Two slides. Bunk bed above driver seat queen size. Recliner sofa.  King size bed.  Danette   8 people capacity. Full kitchen. Fill bathroom. Three TVs. One outside   A lot of storages. Outside kitchen with sink and refrigerator   Automatic Jacks system   Generator ONAN  with only  147.5 GEN HOURS. Full video on our website or YouTube channel Bocapowersports",https://www.bocapowersports.com/product-page/2018-thor-a-c-e-29-4-only-18k-miles,"https://static.wixstatic.com/media/b4963b_0a91a9432eb34aba987ccccc03bafb44~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_5810ce2bd88647769bc2ce6e23f3fe42~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_95c4fdead32c493dbcb3ed996f452ff7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_53353e470f8241188517f6ba743459f4~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_84f33e9bfe6447a79a7edbd1233b0112~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0848875ea74448d283b731867e050f0f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_2493f2a5763d4c9b97c84c5e7e4134e0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_56423865e49844f1bf1432b707b58c15~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f68de127a877482c9bd30551a89e30c3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_b5c36e80ae574a4995e8d0387f8d9866~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_508c4f69fccd43eda707eaea7a154850~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f2c2716ac372417388b5bc35f10a5595~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_5de713950a464c90ba7a4fbd185405d7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_5733d49f752f4f6db04053e28a3f6622~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_b3604fd5c4994b018d5dbf5778c3dc98~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",THOR,A.C.E. 29.4’ only,2018,new,motorcycle/powersports
2017-ford-e-350,2017 Ford E-350,19900,"2017 Ford E-3501FC3E3K63HDC6572777,676 miWhite/Not Specified. Great condition. We finance business",https://www.bocapowersports.com/product-page/2017-ford-e-350,"https://static.wixstatic.com/media/b4963b_1a3b126bc6a0424c8f12804618b039ea~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_a1860c532e74483598128ff4323b1836~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ce1e22d9f4c04a81bfbbf8bc0819a980~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_6411b66b0c5c4d23bd6e3c910ab7ce53~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_97141179a7f043b7ae650bedd4c0631c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_695b17e3fa944144a3aa5bb23efc35ce~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_05362ffef0964dc09f4f954c43d39b61~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ddcc5a102897450a9c4e416eb89206f3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7259da2879054b509fb4f75d731b4b16~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4e9815672aa04830a34516a193422896~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_96be4e970fdb4ee99297925a8a2bea46~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_e860ccd42e4e4f67bb951474e8ca3899~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3d7c52bbbdcd4662b676474e8af92d67~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_502c25df86884f8cb626e8ffd1a502c7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_cfc5a775b0d7419dbd75c8db20b729bbf002.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Ford,E-350,2017,,motorcycle/powersports
2020-ford-f-59-fedex-stepvan,2020 Ford F-59 FedEx Stepvan,55900,We finance,https://www.bocapowersports.com/product-page/2020-ford-f-59-fedex-stepvan,"https://static.wixstatic.com/media/b4963b_3a13da123ecd41d08366d5278a1629b1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_c52c56bf200b4fb590959822a753c14df002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_10ffb7656cb4440d9e6f13f7902ea383~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_22bd5eed77124b60ad63926d3487c0e1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_958c896704234177a07ca9f57fe01808~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_220a6cfdf435482686ab87ee3f91c3aa~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_1f775a1527ac4758b742cd60155e3011~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_558fc2a91de04abd8410a561d4055216~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7ca3bff41a2f458a9380aa62b1063ec2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_e7be9c42569445178ec198c8ae4ca646~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_a288349837e14af5b7b3d2d0ab3e852a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_35d9e03c3e7946b1ba63d8ec1da4a217~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_fa6848c8ac2c406091dd70b2dac5713b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9395769a3b8f4cccbe7fdd9b4e4ebd51~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Ford,F-59 FedEx Stepvan,2020,,truck/van
hurricane-237-sundeck-24,Hurricane 237 SunDeck 24',16900,"We asking money only for new model 250 HP 2022 Suzuki engine which paid $24k (check pictures) Boat hull and trailer coming for free. Everything works great. The hull is great condition. Old school built not modern trash. 2022 Suzuki  250HP with only 450 hours (Paid $24000 for new engine in 2023 check pictures for details)  with old school reliable 2002 Hurricane 237 SunDeck 24'. Great condition, 50 MPH max speed , 12 People capacity . Great family boat. Sink, Toilet, Bimini top, Front and rear ladder, Trailer included. All has clean titles. Hurry up!!! Don’t miss this great deal!!!",https://www.bocapowersports.com/product-page/hurricane-237-sundeck-24,"https://static.wixstatic.com/media/b4963b_4a84a6719d6b4353a08cfef5223e514c~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_c98506109b4447218b6a4a14287866b0~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_35f641e2aaad4158b00caa00f2302b9d~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_e9afea16df0340aab458dac3992b74fe~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_c895ac55e3ac4a3bb9c2c0cf744b3808~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_7545a62d55ed4fd2ad4842b3ca36bddf~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_f7aaca8eea1c4847b6d062ed4d5141b4~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_5759a8226463482b9f152d686b233dfc~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_5f855b3870f84445bc001a40040814ac~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_b7c5fbdf548d4a78a7c5cf4aa330c838~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_354149b8fef04b22af32e37cff8e05a3~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_597b51f5ed49494ab04bc11825abd05b~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_ec44dbaac013491f8141aa4803e6bf20~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_28a35344e85943199fc3b70be9a132e1~mv2.png/v1/fit/w_500,h_500,q_90/file.png",Hurricane,237 SunDeck 24',,new,boat
copy-of-2013-jeep-wrangler-sahara,2013 Jeep Wrangler SAHARA,11900,"2013 Jeep Wrangler SAHARA1C4BJWEG0DL582815136,612 miGreat condition. We finance.",https://www.bocapowersports.com/product-page/copy-of-2013-jeep-wrangler-sahara,"https://static.wixstatic.com/media/b4963b_6bc0d481e8b842db9c511e7f97a67ffe~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_129b340bb75945018aa46ae331a89aaaf003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_fc8b1a32d41e46468e934277fe141def~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_06fe9e29ee6a48c69ee0ec4e501bb0ab~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_2009f0c74fbf4aa190f4bfe68eba3ce7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_a075c9c5fc794e9ab8612aa42f23d0a8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_1e6a28b77b884eeb83f8dcc9f9a08194~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_088284ceb795475dab3da02cde7bb5cb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_82b3232ca19b46af86d840160dfdbc9b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3ef7acf5c5d94a97b5a6b00955893b53~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7544831da46444d081881aff55fd6f1a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_405082365bc94533aa1573bd58547f19~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4c9300398de64449bec513eb8a5c4613~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_b3b2ca1460c447f2b90c947348b9805e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3f712a8208ed4eed9d2b31709cf975a7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Jeep,Wrangler SAHARA,2013,,car
2019-mercedes-benz-sprinter-2500-cargo,2019 Mercedes-Benz Sprinter 3500 Cargo Van High Roof 170.0&quot;,19900,"2019 Mercedes-Benz Sprinter 2500 Cargo Van High Roof 170.0&quot; WBWD4PF1CD9KP141442101,629miRWD3.0L 6 Cyl TurboDieselAutoClothwe finance   !!!Price includes any color paint job with one year warranty!!!",https://www.bocapowersports.com/product-page/2019-mercedes-benz-sprinter-2500-cargo,"https://static.wixstatic.com/media/b4963b_84f8672addc24fc38ed3112c85c5878e~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_c98c6d30b4fb4375aa557359472289bb~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_e5b4b3e9e1ea468b90613540b204a6b5~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_63e637c6623940aaa429c844c90198de~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_edc386c48fa34e75a9c720fa9d47313c~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_daa63c6f4788484e8276e6bd8c2f02ea~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_81d96f52f97f4c38b0b1d42b2124eeee~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_efbe1dc2423b4744a112d521525c3f35~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_e41b4fbaee1f44318505ad79adb4801e~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_debd9b77c4d14ad5b9beb3788ae1a902~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_1d9bdd48967d4203a2a7fc58199985a4~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_0328fa625bbd463fb12fd7a72990e08f~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_dcbf575a31dd48088a3c5be65e86e1c7~mv2.png/v1/fit/w_500,h_500,q_90/file.png",Mercedes-Benz,Sprinter 3500 Cargo,2019,,truck/van
2005-mako-212-central-console-w-225-honda,2005 Mako 212 Central Console w/225 Honda,29900,"The 2005 Mako 212 Center Console paired with a Honda 225 hp four-stroke outboard is a rugged, deep-V offshore fishing rig. Garmin GPS/Fishfinder, CB Radio. New apostrophe. New T-Top canvas. New wheels. With a solid 8.5-foot beam and 93-gallon fuel capacity, it offers 360-degree fishability and a smooth ride in choppy waters.Key Specs &amp;amp; FeaturesLength: 21' 5&quot;Beam: 8' 6&quot;Dry Weight (Hull): ~3,000 lbsMax HP: 250 hpFuel Capacity: 93 gallonsDeadrise: 20 degreesStandard Features: Built-in insulated fish boxes, leaning post with rod holders, raw water washdown, and a console large enough for a porta-potty or dry https://offerup.com/redirect/?o=c3RvcmFnZS5Ib25kYQ== 225 PerformanceThe Honda BF225 is a popular pairing for this hull, providing reliable VTEC technology for hole-shot acceleration and strong mid-range torque. Cruising speeds typically sit in the 28 to 33 mph range (yielding ~3.5 MPG), with a wide-open throttle (WOT) reaching roughly 45 to 48 mph depending on load and prop https://offerup.com/redirect/?o=c2VsZWN0aW9uLk1hcmtldA== &amp;amp; PricingOn the used market, a 2005 Mako 212 with a Honda 225 usually lists between $25,000 and $30,000, heavily dependent on engine hours, the condition of the upholstery, and whether a trailer or updated electronics are included.",https://www.bocapowersports.com/product-page/2005-mako-212-central-console-w-225-honda,"https://static.wixstatic.com/media/b4963b_00ef1fcd7bba4e57b66bf4f2b8afbe4a~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_6bd9716b2f5e4b6ca062cd00439425ce~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_97015360db1f4cbf993e26ae743dc3d7~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_8ce6b912c01447519ad716f4d94b4bfa~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_054278000fcd45e986aa2b22e2880ce6~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_498803a8b4594abdb6ec46dc02f9f83e~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_9d04899f51764789a7849dbcadf42b22~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_55434292731c43eeac444a26e02a7ef1~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_dd9550710055409cbfb7667a0ce47721~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_e50abf81ece14b8ebccbb55f971ae9e6~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_99e1f82beabe43d899025ca13086e349~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_c7e8e0c192a3498b94060d84ddceacf9~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_7f63467e9dad49a885901d3f3a7b04ce~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_11625adf61494d1d898631af633b17b5f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Mako,212 Central Console,2005,used,motorcycle/powersports
2016-thor-motor-coach-freedom-elite-series-m-28bh-e35-v10,2012 COACHMEN BY FOREST RIVER FREELANDER SERIES M-31 FK FORD E450,32900,"2011 COACHMEN BY FOREST RIVER FREELANDER SERIES M-31 FK FORD E-450Original milage 12,767 milesAutomatic Transmission6.8 L 10 CYLINDER GASRear Wheel DriveWhite/tan  absolutely clean title   No accidents. One slide. Great condition. Huge space inside with opened slide   8 people capacity   Queen bed   Bunk bed, recliner sofa and dinette full kitchen and bathroom   A/C   3 TVs Everything works     New tires with warranty. New house and truck batteries Generator ONAN   4000. Ready to campground.   We finance   Easy to drive and park.",https://www.bocapowersports.com/product-page/2016-thor-motor-coach-freedom-elite-series-m-28bh-e35-v10,"https://static.wixstatic.com/media/b4963b_77a67ec5604e4df2b07e667ae1328f58~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_c89a479938534d178c92f2003407f4dbf002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_bba45bb83fc9457e885a6469b35d008f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9e0780eb558643379e9df8df44fde275~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_293758e29b7749faac704337b55535d7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f5ff99e358cc40e5bf94ee77c0ea5b42~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_58767c0789804870af81bca96aabeff7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_98a7ec7d115b4e55afea80bec31405d0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_2259d1d784a5488f80259e908bd461e8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_21b1c3029fae46eeb2bc5e8a8a0c1269~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0d488b262bc9469ba39d3377e916721a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_bcbe711748e44bea99622370198c1a9f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d9021509903f4a8fac8412cb0cbad073~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d80a640854354735ae3df3f92560086af002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_08da796d98ec43eab8ab0bd7a984caf7f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg",COACHMEN,BY FOREST RIVER,2012,new,motorcycle/powersports
2013-jeep-wrangler-sahara,2013 Jeep Wrangler SAHARA,11900,"2013 Jeep Wrangler SAHARA1C4BJWEG0DL582815136,612 Original Jeep painting Jeep recently showed off the new Moab Edition Wrangler at the Paris Auto Show. It was also the first sighting of one of the new Wrangler colors for 2013, Rock Lobster. The pictures of Jeep's new colors always look a bit different in person, but I hope this reddish-orange is close to the real deal. The 2013 Jeep Rock Lobster color code is primarily PKT or LKT, often listed as PKT/AY110LKT. This vibrant red, available on Wranglers,Excellent shapeGreat condition. We finance.",https://www.bocapowersports.com/product-page/2013-jeep-wrangler-sahara,"https://static.wixstatic.com/media/b4963b_5095fcd0bca34ad1a2ad00a479551454~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_e40653dd48d94e859b23bb1b396a3a99f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f92994750d394d8a8e54e26718fa9f6e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_33e731ce39cd4bae99e4a97c24667a0d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4f3fbd29f0054f819f6d5105f8ce69e8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d16c1a5e3348424aadd5f1b18418a162~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9befdd3933bc477397d3b5381007009d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_79e6a9cffdae4fee91f3b02474888e8f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9abed245221e4982becf0fb409d49bb3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0d3b2e2fbb8f46989238e75582c4202c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_26b9de1cd1214800b2d2c8051f1c8139~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3b43b14a4a75454daf830f62dc8ed4af~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0e9f9ab83b494be5a5f5cf06019cc56c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_101e9cb921284726b83e38f1fd7f4c96~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_bbe736ccb989479e8370028dbd8bf435~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Jeep,Wrangler SAHARA,2013,new,car
